image_path,question,real_answer,formatted_pred,prediction
imported_genome,How many lift cars are shown?,8,6,6
imported_genome,How many horses?,10,12,12
tdiuc_templates,How many chairs can you see?,2,4,4
tdiuc_templates,How many trains are there?,2,2,two
tdiuc_templates,How many dining tables are visible?,4,1,one
tdiuc_templates,How many chairs can you see?,5,4,4
tdiuc_templates,How many vases can you see?,13,15,15
generate,How many umbrellas can you see in this photo?,0,0,0
imported_genome,How many kinds of food is in the dish?,2,1,1
tdiuc_templates,How many people are visible?,5,7,seven
tdiuc_templates,How many people can you see?,4,3,3
tdiuc_templates,How many people are there?,5,7,seven
tdiuc_templates,How many surfboards are in the picture?,7,6,6
tdiuc_templates,How many people are visible?,4,5,5
tdiuc_templates,How many sandwiches are visible?,1,4,4
imported_genome,How many glasses are on the table?,6,8,8
generate,How many people are wearing pink shirts?,0,0,0
tdiuc_templates,How many people are there?,11,20,twenty
imported_vqa,How many squares are on the window?,8,4,4
tdiuc_templates,How many books can you see?,8,7,7
tdiuc_templates,How many cups can be seen?,2,4,4
imported_genome,How many animals are in the picture?,7,7,7
imported_vqa,How many giraffes are there?,6,5,five
tdiuc_templates,How many sinks are there?,2,2,two
tdiuc_templates,How many people can be seen?,6,7,seven
tdiuc_templates,How many tvs are there?,2,1,one
tdiuc_templates,How many people can be seen?,11,-1,more than ten
imported_genome,How many people are in the picture?,1,2,2
imported_vqa,How many people have ski gear?,3,3,3
tdiuc_templates,How many suitcases are in the photo?,7,7,seven
imported_genome,How many players are pictured?,5,5,five
tdiuc_templates,How many people are visible?,5,7,seven
imported_vqa,How many vehicles are in the picture?,4,4,4
tdiuc_templates,How many bananas can you see?,6,20,20
imported_vqa,How many people waiting for the train?,3,2,two
imported_genome,How many blue signs are there?,1,2,2
tdiuc_templates,How many sandwiches are there?,2,2,2
imported_vqa,How many burners are on the stove?,6,4,four
tdiuc_templates,How many books are in the picture?,8,13,13
generate,How many men are wearing orange?,0,1,1
imported_vqa,How many people are in this room?,5,6,6
tdiuc_templates,How many people are there?,8,-1,more than ten
imported_genome,How many circles are on the traffic light?,4,4,4
imported_vqa,How many oranges are there?,7,7,7
tdiuc_templates,How many ski are there?,14,-1,lot
tdiuc_templates,How many people are visible?,6,-1,more than ten
tdiuc_templates,How many people are in the picture?,2,2,two
imported_genome,How many colours are on the truck?,8,7,7
imported_vqa,How many windows are on the side of the bus?,7,6,six
tdiuc_templates,How many handbags are there?,3,2,two
tdiuc_templates,How many people are in the photo?,2,2,2
tdiuc_templates,How many suitcases are there?,3,2,two
imported_genome,How many glasses are there?,10,10,10
generate,How many smoke stacks does the truck have?,0,0,0
tdiuc_templates,How many chairs are visible?,3,3,3
imported_vqa,How many towels are there?,4,3,three
tdiuc_templates,How many people are in the picture?,4,8,8
imported_genome,How many towels are on the rack?,3,2,2
tdiuc_templates,How many people are in the photo?,8,12,12
tdiuc_templates,How many bananas are there?,8,100,100
tdiuc_templates,How many zebras can be seen?,6,7,7
imported_vqa,How many cows are there?,5,6,six
imported_genome,How many skiers?,1,1,one
tdiuc_templates,How many cups can be seen?,4,3,3
tdiuc_templates,How many people are visible?,7,10,10
tdiuc_templates,How many people are there?,11,15,15
imported_genome,How many dogs in the photo?,1,1,1
imported_genome,How many carrot pieces are visible?,3,5,5
imported_genome,How many kites are there?,7,10,10
tdiuc_templates,How many people can you see?,3,3,three
imported_genome,How many horses are there?,2,2,two
tdiuc_templates,How many couches are visible?,3,2,two
tdiuc_templates,How many people are there?,3,3,three
amt,How many peole are wearing red caps?,1,1,1
imported_genome,How many animals are in the picture?,4,5,5
tdiuc_templates,How many surfboards are in the picture?,6,6,6
generate,How many donuts are in the last row?,0,0,0
imported_vqa,How many planes?,9,9,9
imported_vqa,How many boards are shown?,6,6,6
imported_vqa,How many people are watching the TV?,1,1,1
tdiuc_templates,How many people are there?,6,11,eleven
imported_genome,How many players are visible?,6,6,6
tdiuc_templates,How many people are there?,4,5,five
imported_vqa,How many arms are visible?,1,2,2
imported_vqa,How many birds can be spotted here?,5,7,7
generate,How many people is the elephant interacting with?,0,0,0
tdiuc_templates,How many people are there?,3,6,6
imported_vqa,How many knobs on the desk?,3,6,6
tdiuc_templates,How many books can you see?,2,-1,many
tdiuc_templates,How many people are there?,3,3,3
imported_genome,How many dishes are there?,8,10,10
tdiuc_templates,How many people are visible?,11,-1,more than ten
tdiuc_templates,How many people are in the photo?,6,10,10
imported_vqa,How many pillows?,8,6,6
generate,How many pieces of broccoli is on the plate?,0,0,0
imported_vqa,How many animals are there?,0,0,0
imported_vqa,How many men are playing?,5,5,five
imported_vqa,How many giraffe in the photo?,4,4,four
imported_vqa,How many things are yellow?,3,2,two
imported_vqa,How many wooden sticks are there?,5,5,5
tdiuc_templates,How many people can be seen?,7,10,10
tdiuc_templates,How many cell phones are there?,1,1,1
generate,How many dogs are sleeping?,0,0,0
imported_genome,How many shadows are there?,1,2,2
tdiuc_templates,How many people are visible?,4,5,5
amt,How many planes are flying on the left side?,7,4,4
tdiuc_templates,How many wine glasses are in the photo?,8,6,six
tdiuc_templates,How many sheep can you see?,5,6,6
tdiuc_templates,How many people can you see?,7,10,10
tdiuc_templates,How many people are there?,3,-1,more than ten
imported_vqa,How many men are in the picture?,2,2,2
imported_vqa,How many total buttons are on the jacket?,8,8,8
imported_vqa,How many toys are lined up?,7,8,8
tdiuc_templates,How many oranges are there?,7,5,5
imported_genome,How many cement posts are in the railing on the righthand side?,8,5,5
imported_genome,How many bikes are there?,6,6,6
imported_vqa,How many vehicles are in this picture?,2,3,3
imported_vqa,How many birds are shown?,6,9,9
tdiuc_templates,How many broccolis are there?,6,10,10
imported_vqa,How many bases are in the background?,2,0,0
imported_genome,How many ears do you see?,4,2,2
tdiuc_templates,How many vases are there?,3,3,three
tdiuc_templates,How many sheep are in the picture?,6,15,15
tdiuc_templates,How many people are there?,2,2,two
tdiuc_templates,How many cows are there?,3,-1,more than ten
tdiuc_templates,How many people are there?,9,7,seven
tdiuc_templates,How many people are in the picture?,8,10,10
imported_vqa,How many birds are depicted?,4,5,5
tdiuc_templates,How many people are in the photo?,7,10,ten
tdiuc_templates,How many people are there?,4,7,seven
tdiuc_templates,How many people can be seen?,9,11,11
imported_vqa,How many buckets are by the house?,5,3,three
tdiuc_templates,How many cars are in the photo?,1,2,two
imported_vqa,How many doors are on the side of the train?,6,4,four
imported_vqa,How many clocks are in the picture?,10,12,12
imported_vqa,How many chairs are in the photo?,4,4,4
tdiuc_templates,How many teddy bears are in the photo?,5,1,one
imported_genome,How many people are pictured?,8,8,8
imported_vqa,How many knobs on the dresser?,12,12,12
imported_vqa,How many people in the photo?,6,6,6
tdiuc_templates,How many people are there?,9,-1,more than ten
tdiuc_templates,How many people are in the photo?,11,-1,more than ten
tdiuc_templates,How many people can be seen?,3,4,4
imported_vqa,How many toothbrushes are in this picture?,7,6,6
imported_genome,How many workers are there?,3,3,3
tdiuc_templates,How many people can you see?,10,15,15
imported_vqa,How many stop/go light signals can be seen?,4,4,4
imported_genome,How many wheels are in the picture?,5,10,10
imported_vqa,How many players on the field?,12,12,twelve
imported_vqa,How many luggages are on the ground?,5,5,5
imported_genome,How many men are in the photo?,11,11,11
generate,How many clock faces are being shown?,0,0,0
imported_genome,How many cakes are visible?,8,4,4
tdiuc_templates,How many umbrellas can you see?,3,3,3
imported_vqa,How many tusk?,5,4,four
tdiuc_templates,How many motorcycles are there?,9,6,six
tdiuc_templates,How many cars are visible?,4,6,6
tdiuc_templates,How many chairs are there?,4,10,10
imported_genome,How many boys are shown?,4,5,5
tdiuc_templates,How many people can you see?,3,3,3
tdiuc_templates,How many people are visible?,7,12,12
imported_genome,How many legs are there?,12,16,16
tdiuc_templates,How many people are in the photo?,5,5,5
imported_vqa,How many heads can be seen?,5,5,5
imported_genome,How many people are shown?,1,1,1
tdiuc_templates,How many boats are there?,7,20,20
tdiuc_templates,How many trucks are in the photo?,5,6,six
tdiuc_templates,How many people are visible?,5,4,four
tdiuc_templates,How many cell phones are there?,4,4,4
tdiuc_templates,How many bottles are in the photo?,13,11,eleven
imported_genome,How many people are there?,1,1,one
tdiuc_templates,How many people are visible?,11,20,20
tdiuc_templates,How many people can be seen?,7,10,10
imported_vqa,How many windows are visible?,3,2,2
imported_genome,How many televisions are there?,1,1,1
amt,How many people in this image are sitting on the ground?,1,1,1
imported_vqa,How many fingers are visible in this picture?,7,7,7
imported_genome,How many children are in the photo?,7,7,seven
tdiuc_templates,How many dining tables are visible?,3,4,four
imported_vqa,How many members of the blue team are shown?,4,4,four
tdiuc_templates,How many birds can you see?,7,10,10
imported_vqa,How many elephants do you see?,5,5,5
imported_genome,How many zebras are there?,6,6,6
imported_genome,How many people are there?,5,4,4
tdiuc_templates,How many bowls can you see?,5,5,5
tdiuc_templates,How many suitcases are there?,5,15,15
imported_genome,How many hands are pictured?,1,2,2
tdiuc_templates,How many people can you see?,1,1,1
imported_vqa,How many wires can be seen?,4,4,4
tdiuc_templates,How many people are there?,14,16,16
imported_genome,How many surfers are there?,1,1,1
tdiuc_templates,How many people are there?,12,-1,more than ten
imported_vqa,How many animals can be seen?,2,2,2
tdiuc_templates,How many people can be seen?,4,5,5
tdiuc_templates,How many birds are there?,6,7,7
tdiuc_templates,How many people are in the photo?,3,5,five
tdiuc_templates,How many people are in the picture?,10,13,13
tdiuc_templates,How many people are in the picture?,7,7,7
imported_vqa,How many puddles are in the photo?,1,1,one
imported_vqa,How many fingers are extended on the man's left hand?,4,5,five
tdiuc_templates,How many people are there?,8,10,ten
tdiuc_templates,How many umbrellas are there?,13,20,20
imported_vqa,How many bolts are holding the sign onto the building?,4,4,4
amt,How many people are holding frisbees?,1,2,two
imported_vqa,How many cups are shown?,8,8,8
generate,How many visible people are wearing yellow?,0,0,0
imported_vqa,How many appliances belong in the kitchen?,3,2,two
imported_genome,How many zebras?,6,8,8
tdiuc_templates,How many cups are visible?,2,2,2
imported_vqa,How many umbrellas  are there in photo?,5,9,nine
tdiuc_templates,How many people can you see?,10,10,10
tdiuc_templates,How many cats can you see?,2,1,1
imported_vqa,How many people can be seen?,5,5,5
imported_vqa,How many people are out here?,6,6,6
amt,How many palm trees are to the right of the woman?,10,5,five
imported_vqa,How many vehicles are there?,6,5,5
generate,How many people are jumping on a skateboard?,0,0,0
imported_genome,How many apples?,4,2,2
tdiuc_templates,How many people can be seen?,7,20,20
tdiuc_templates,How many boats can be seen?,6,10,10
imported_genome,How many planes are there?,3,3,3
tdiuc_templates,How many people are in the photo?,5,10,10
imported_vqa,How many animals are visible?,8,10,10
imported_genome,How many spools are on the ground?,7,10,10
imported_vqa,How many lights are on the pole?,2,4,four
imported_vqa,How many people are in the picture?,6,7,seven
imported_genome,How many sheep are there?,4,5,5
imported_genome,How many keyboards are on the desk?,1,1,1
tdiuc_templates,How many chairs are visible?,5,8,eight
imported_genome,How many people are in the image?,5,8,8
imported_genome,How many fingers does the hand have?,5,5,5
generate,How many people are sitting on chair?,0,2,two
tdiuc_templates,How many people can be seen?,9,20,20
amt,How many colored tiles are above the sink?,6,5,5
tdiuc_templates,How many people are in the photo?,11,30,30
tdiuc_templates,How many people are there?,6,8,8
amt,How many white bears are in the image?,5,2,2
imported_vqa,How many pillows are on this bed?,3,3,3
imported_genome,How many numbers are on the yellow license plate?,5,3,3
generate,How many bananas are there?,0,0,0
imported_genome,How many cellphones are there?,4,5,5
imported_genome,How many people are on the canoe?,13,12,12
imported_genome,How many people in photo?,6,8,8
generate,How many motorcycles are here?,0,0,0
